Title	Postmark Date	Physical Description	Description/Notes	Geographic Location	Subjects	Publication Information	Digital Collection	Repository	Repository collection guide	Call Number/Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Reproduction Information	Item URL	Collection URL	Biographical note	Summary	Language	Type	Repository collection	Item number	Format	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Hardware/Software (Archival)	Digitized By	Digitized Date	Transcription	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/279	279	280.jp2	/p16313coll10/image/280.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/280	280	281.jp2	/p16313coll10/image/281.jp2
A Bend in Bayou Plaquemine, Plaquemine, La	1914?	Postcard : color ; 3 x 5 in.		Plaquemine, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/281	281	282.cpd	/p16313coll10/image/282.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/282	282	283.jp2	/p16313coll10/image/283.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/283	283	284.jp2	/p16313coll10/image/284.jp2
A Burning Gusher, Jennings, La	1910	Postcard : b&w ; 3 x 5 in.		Jennings, La.	Picture postcards.; Photographic prints.	Published for Owl Drug Store by Rosin & Co., Phila. And New York. Made in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/284	284	285.cpd	/p16313coll10/image/285.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/285	285	286.jp2	/p16313coll10/image/286.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/286	286	287.jp2	/p16313coll10/image/287.jp2
A Country Home, C.H. Hummell, Hammond, La	1911	Postcard : color ; 3 x 5 in.		Hammond, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/287	287	288.cpd	/p16313coll10/image/288.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/288	288	289.jp2	/p16313coll10/image/289.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/289	289	290.jp2	/p16313coll10/image/290.jp2
A Log Train, Hammond, La	1909	Postcard : color ; 3 x 5 in.		Hammond, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/290	290	291.cpd	/p16313coll10/image/291.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/291	291	292.jp2	/p16313coll10/image/292.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/292	292	293.jp2	/p16313coll10/image/293.jp2
A Long Leaf Southern Pine, King of the Forest, Diameter Forty Inches- Bogalusa Brand	1951	Postcard : color ; 3 x 5 in.	Bogalusa logo on front	Bogalusa, La.	Picture postcards.; Photographic prints.	E.C. Kropp Co., Milwaukee; Bogalusa Trade Mark	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/293	293	294.cpd	/p16313coll10/image/294.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/294	294	295.jp2	/p16313coll10/image/295.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/295	295	296.jp2	/p16313coll10/image/296.jp2
A Sailing Trip, Mandeville, La	1907? - 1923?	Postcard : color ; 3 x 5 in.		Mandeville, La.	Picture postcards.; Photographic prints.	Harry H. Hamm, Erie, Pa.; Published by the Mandeville Co-Operative Drug Co., Ltd., Mandeville, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/296	296	297.cpd	/p16313coll10/image/297.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/297	297	298.jp2	/p16313coll10/image/298.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/298	298	299.jp2	/p16313coll10/image/299.jp2
A Summer home at Mandeville, La	1909	Postcard : color ; 3 x 5 in.		Mandeville, La.	Picture postcards.; Photographic prints.	Published by Simeon & Cote, Mandeville, La. Made in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/299	299	300.cpd	/p16313coll10/image/300.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/300	300	301.jp2	/p16313coll10/image/301.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/301	301	302.jp2	/p16313coll10/image/302.jp2
A Typical Louisiana Home, Morgan City, La	1907	Postcard : b&w ; 3 x 5 in.		Morgan City, La.	Picture postcards.; Photographic prints.	Harry L. Squires	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/302	302	303.cpd	/p16313coll10/image/303.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/303	303	304.jp2	/p16313coll10/image/304.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/304	304	305.jp2	/p16313coll10/image/305.jp2
A View of Bridge Crossing Bayou Lafourche	1905	Postcard : b&w ; 3 x 5 in.		Bayou Lafourche, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/305	305	306.cpd	/p16313coll10/image/306.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/306	306	307.jp2	/p16313coll10/image/307.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/307	307	308.jp2	/p16313coll10/image/308.jp2
A View of Plaquemine, La., from Foot Bridge	1914?	Postcard : color ; 3 x 5 in.		Plaquemine, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/308	308	309.cpd	/p16313coll10/image/309.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/309	309	310.jp2	/p16313coll10/image/310.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/310	310	311.jp2	/p16313coll10/image/311.jp2
A View on Front Street, Looking Toward R.R. Depot, Morgan City, La	1923?	Postcard : b&w ; 3 x 5 in.		Morgan City, La.	Picture postcards.; Photographic prints.	C.T. Doubletone'; Curt Teich Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/311	311	312.cpd	/p16313coll10/image/312.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/312	312	313.jp2	/p16313coll10/image/313.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/313	313	314.jp2	/p16313coll10/image/314.jp2
A.J. Wolfs Residence Alexandria, La	1910	Postcard : color ; 3 x 5 in.		Alexandria, La.	Picture postcards.; Photographic prints.	The PCK Series'; Paul C. Koeber Co., NY; Lawrence's Book & Staty. Store, Alexandria, La. Printed in Germany	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/314	314	315.cpd	/p16313coll10/image/315.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/315	315	316.jp2	/p16313coll10/image/316.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/316	316	317.jp2	/p16313coll10/image/317.jp2
Abita River flowing by Famous Abita Springs, Abita Springs, La	1909	Postcard : b&w ; 3 x 5 in.		Abita Springs, La.	Picture postcards.; Photographic prints.	Published by Heinz & Aubert Pharmacy, Abita Springs La. Made in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/317	317	318.cpd	/p16313coll10/image/318.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/318	318	319.jp2	/p16313coll10/image/319.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/319	319	320.jp2	/p16313coll10/image/320.jp2
Academy of the Sacred Heart, Convent, La	1917	Postcard : color ; 3 x 5 in.		Convent, La.	Picture postcards.; Photographic prints.	E.C. Kropp Co., Milwaukee	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/320	320	321.cpd	/p16313coll10/image/321.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/321	321	322.jp2	/p16313coll10/image/322.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/322	322	323.jp2	/p16313coll10/image/323.jp2
Academy Park. Minden, La	1909?	Postcard : color ; 3 x 5 in.	On front: 'Hand-Colored'	Minden, La.	Picture postcards.; Photographic prints.	The Albertype Co., Brooklyn, N.Y.; Hightower & Moreland.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/323	323	324.cpd	/p16313coll10/image/324.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/324	324	325.jp2	/p16313coll10/image/325.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/325	325	326.jp2	/p16313coll10/image/326.jp2
Administration Building, Great Southern Lumber Co., Bogalusa, La. 359 Stars in Service Flag	1917? - 1918?	Postcard : color ; 3 x 5 in.	Bogalusa logo on front	Bogalusa, La.	Picture postcards.; Photographic prints.	Commercial Chrome; Bogalusa Trade Mark	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request. E-mail lsudiglib@lsu.edu with questions or comments.		See 'reference url' on the navigation bar																		2013-03-06	2013-03-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/326	326	327.cpd	/p16313coll10/image/327.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/327	327	328.jp2	/p16313coll10/image/328.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/328	328	329.jp2	/p16313coll10/image/329.jp2
Alexandria High School, Alexandria, La	1912	Postcard : color ; 3 x 5 in.		Alexandria, La.	Picture postcards.; Photographic prints.	Commercial Colortype Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/329	329	330.cpd	/p16313coll10/image/330.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/330	330	331.jp2	/p16313coll10/image/331.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/331	331	332.jp2	/p16313coll10/image/332.jp2
Amite Graded High School, Amite, La	1912	Postcard : color ; 3 x 5 in.		Amite, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/332	332	333.cpd	/p16313coll10/image/333.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/333	333	334.jp2	/p16313coll10/image/334.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/334	334	335.jp2	/p16313coll10/image/335.jp2
Armory Hall, Breaux Bridge, La	1929	Postcard : b&w ; 3 x 5 in.		Breaux Bridge, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/335	335	336.cpd	/p16313coll10/image/336.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/336	336	337.jp2	/p16313coll10/image/337.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/337	337	338.jp2	/p16313coll10/image/338.jp2
As Seen on the Tchefuncte, Houltonville, La	1909	Postcard : b&w ; 3 x 5 in.		Houltonville, La.	Picture postcards.; Photographic prints.	Published by Whitten & Dennison, West Bethel, Me.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/338	338	339.cpd	/p16313coll10/image/339.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/339	339	340.jp2	/p16313coll10/image/340.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/340	340	341.jp2	/p16313coll10/image/341.jp2
Audubon Hotel, Mandeville, La	1907? - 1922?	Postcard : b&w ; 3 x 5 in.		Mandeville, La.	Picture postcards.; Photographic prints.	Sky-Tint'; Commercial Colortype Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/341	341	342.cpd	/p16313coll10/image/342.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/342	342	343.jp2	/p16313coll10/image/343.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/343	343	344.jp2	/p16313coll10/image/344.jp2
B.P.O.E. Building, New Elks Home, Shreveport, La	1917	Postcard : color ; 3 x 5 in.		Shreveport, La.	Picture postcards.; Photographic prints.	C.T. Photochrom', Curt Teich Co., Chicago; F.W. Woolworth Co., New York.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/344	344	345.cpd	/p16313coll10/image/345.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/345	345	346.jp2	/p16313coll10/image/346.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/346	346	347.jp2	/p16313coll10/image/347.jp2
